cn106_cn106_742 0	0.462160	0.016000	0.161000	0.000000	0.639160	6671	2048
cn106_cn106_757 0	0.351041	0.010000	0.106000	0.000000	0.467041	6684	2048
cn106_cn106_768 0	0.492107	0.009000	0.109000	0.000000	0.610107	6693	2048
cn106_cn106_773 0	0.230795	0.154000	0.155000	0.000000	0.539795	6696	2048
cn106_cn106_786 0	0.287105	0.009000	0.137000	0.000000	0.433105	6707	2048
cn106_cn106_808 0	0.311928	0.030000	0.109000	0.000000	0.450928	6727	2048
cn106_cn106_814 0	0.307875	0.010000	0.104000	0.000000	0.421875	6731	2048
cn106_cn106_818 0	0.412914	0.033000	0.141000	0.000000	0.586914	6733	2048
cn106_cn106_821 0	0.397105	0.018000	0.268000	0.000000	0.683105	6734	2048
cn106_cn106_824 0	0.377115	0.009000	0.307000	0.000000	0.693115	6735	2048
cn106_cn106_827 0	0.475965	0.009000	0.204000	0.000000	0.688965	6736	2048
cn106_cn106_844 0	0.407922	0.019000	0.118000	0.000000	0.544922	6751	2048
cn106_cn106_862 0	0.381848	0.019000	0.168000	0.000000	0.568848	6767	2048
cn106_cn106_871 0	0.344102	0.016000	0.094000	0.000000	0.454102	6774	2048
cn107_cn106_72 1	0.953072	0.126000	0.095000	0.000000	1.174072	6777	3072
cn106_cn106_889 0	0.301119	0.010000	0.111000	0.000000	0.422119	6789	2048
cn106_cn106_902 0	0.294926	0.011000	0.093000	0.000000	0.398926	6800	2048
cn106_cn106_915 0	0.292109	0.012000	0.108000	0.000000	0.412109	6811	2048
cn106_cn106_923 0	0.284855	0.009000	0.108000	0.000000	0.401855	6817	2048
cn106_cn106_928 0	0.341166	0.011000	0.193000	0.000000	0.545166	6820	2048
cn106_cn106_931 0	0.399928	0.089000	0.212000	0.000000	0.700928	6821	2048
cn106_cn106_935 0	0.386090	0.019000	0.237000	0.000000	0.642090	6823	2048
cn106_cn106_943 0	0.456102	0.012000	0.111000	0.000000	0.579102	6829	2048
cn106_cn106_953 0	0.345938	0.010000	0.230000	0.000000	0.585938	6837	2048
cn106_cn106_964 0	0.318937	0.009000	0.133000	0.000000	0.460938	6846	2048
cn106_cn106_968 0	0.424994	0.011000	0.158000	0.000000	0.593994	6848	2048
cn101_cn106_4739 1	1411.995900	48.256000	0.221000	0.000000	1460.472900	6665	0
cn101_cn106_4740 1	1412.433957	48.452000	0.095000	0.000000	1460.980957	6664	0
cn101_cn106_4745 1	1412.054187	48.514000	0.424000	0.000000	1460.992188	6667	0
cn101_cn106_4748 1	1411.611926	49.010000	0.152000	0.000000	1460.773926	6668	0
cn101_cn106_4751 1	1411.299006	49.367000	0.115000	0.000000	1460.781006	6669	0
cn101_cn106_4753 1	1411.668061	49.734000	0.085000	0.000000	1461.487061	6670	0
cn101_cn106_4757 1	1411.493963	49.618000	0.275000	0.000000	1461.386963	6672	0
cn101_cn106_4762 1	1411.341189	49.734000	0.094000	0.000000	1461.169189	6675	0
cn101_cn106_4765 1	1411.472949	50.458000	0.092000	0.000000	1462.022949	6678	0
