cn101_cn101_15964 0	0.564873	0.168000	0.137000	0.000000	0.869873	S	0	0
cn101_cn101_15966 0	0.479082	0.222000	0.108000	0.000000	0.809082	S	1	0
cn101_cn101_15968 0	0.449980	0.472000	0.058000	0.000000	0.979980	S	2	0
cn101_cn101_15970 0	0.412977	1.011000	0.077000	0.000000	1.500977	S	3	0
cn101_cn101_15973 0	0.428854	1.192000	0.104000	0.000000	1.724854	S	4	0
cn101_cn101_15976 0	0.399186	1.479000	0.062000	0.000000	1.940186	S	5	0
cn101_cn101_15982 0	0.220957	1.751000	0.259000	0.000000	2.230957	S	6	0
cn101_cn101_15984 0	0.494016	1.861000	0.061000	0.000000	2.416016	S	7	0
cn101_cn101_15988 0	0.896844	1.364000	0.204000	0.000000	2.464844	S	8	0
cn101_cn101_15993 0	0.323814	1.284000	0.077000	0.000000	1.684814	S	10	0
cn101_cn101_15991 0	0.840041	1.469000	0.158000	0.000000	2.467041	S	9	0
cn101_cn101_15995 0	0.676133	2.031000	0.079000	0.000000	2.786133	S	11	0
cn101_cn101_15999 0	0.710811	1.953000	0.292000	0.000000	2.955811	S	12	0
cn101_cn101_16002 0	0.538836	1.850000	0.243000	0.000000	2.631836	S	13	0
cn101_cn101_16005 0	0.388053	1.962000	0.179000	0.000000	2.529053	S	14	0
cn101_cn101_16009 0	0.836066	1.339000	0.218000	0.000000	2.393066	S	15	0
cn101_cn101_16011 0	0.931891	1.109000	0.172000	0.000000	2.212891	S	16	0
cn101_cn101_16015 0	1.010188	0.229000	0.253000	0.000000	1.492188	S	17	0
cn101_cn101_16017 0	1.014002	0.206000	0.082000	0.000000	1.302002	S	18	0
cn101_cn101_16020 0	0.723953	0.030000	0.123000	0.000000	0.876953	S	19	0
cn101_cn101_16024 0	0.282047	0.132000	0.459000	0.000000	0.873047	S	20	0
cn101_cn101_16027 0	0.408932	0.187000	0.084000	0.000000	0.679932	S	21	0
cn101_cn101_16030 0	0.417156	0.025000	0.218000	0.000000	0.660156	S	22	0
cn101_cn101_16034 0	0.404885	0.073000	0.079000	0.000000	0.556885	S	24	0
cn101_cn101_16037 0	0.959937	0.021000	0.355000	0.000000	1.335938	S	25	0
cn101_cn101_16039 0	0.547916	0.370000	0.096000	0.000000	1.013916	S	26	0
cn106_cn101_5403 1	1.305082	0.642000	0.111000	0.001000	2.059082	S	23	2048
cn101_cn101_16042 0	0.512145	0.506000	0.080000	0.000000	1.098145	S	28	0
cn102_cn101_6362 1	1.075014	0.285000	0.126000	0.003000	1.489014	S	27	512
cn101_cn101_16050 0	0.435205	0.009000	0.141000	0.000000	0.585205	S	30	0
cn101_cn101_16052 0	0.831049	0.014000	0.080000	0.000000	0.925049	S	31	0
cn101_cn101_16054 0	0.811086	0.209000	0.143000	0.000000	1.163086	S	32	0
cn104_cn101_5253 1	1.575980	0.203000	0.325000	0.001000	2.104980	S	29	1024
cn101_cn101_16057 0	1.962102	5.023000	0.219000	0.000000	7.204102	S	33	0
cn101_cn101_16061 0	1.613170	5.201000	0.460000	0.000000	7.274170	S	34	0
cn101_cn101_16064 0	1.782074	5.604000	0.465000	0.000000	7.851074	S	35	0
cn101_cn101_16095 0	5.219037	5.528000	0.241000	0.000000	10.988037	S	36	0
cn101_cn101_16100 0	0.309096	5.289000	0.450000	0.000000	6.048096	S	37	0
cn101_cn101_16103 0	0.644848	4.947000	0.102000	0.000000	5.693848	S	38	0
cn101_cn101_16133 0	1.563107	0.790000	0.382000	0.000000	2.735107	S	39	0
cn101_cn101_16143 0	1.519096	0.978000	0.176000	0.000000	2.673096	S	40	0
cn101_cn101_16151 0	0.728988	0.690000	0.269000	0.000000	1.687988	S	41	0
cn101_cn101_16153 0	0.645162	0.548000	0.123000	0.000000	1.316162	S	42	0
cn101_cn101_16156 0	0.463846	0.624000	0.179000	0.000000	1.266846	S	43	0
cn101_cn101_16159 0	0.557039	0.618000	0.115000	0.000000	1.290039	S	44	0
cn101_cn101_16164 0	0.322057	0.796000	0.265000	0.000000	1.383057	S	45	0
cn101_cn101_16167 0	0.554057	0.412000	0.167000	0.000000	1.133057	S	46	0
cn101_cn101_16169 0	0.716068	0.151000	0.203000	0.000000	1.070068	S	47	0
cn101_cn101_16172 0	0.431162	0.363000	0.397000	0.000000	1.191162	S	48	0
cn101_cn101_16176 0	2.767109	3.181000	0.214000	0.000000	6.162109	S	49	0
cn101_cn101_16180 0	2.707145	4.421000	0.720000	0.000000	7.848145	S	50	0
