cn101_cn101_3 0	0.790012	0.056000	0.216000	0.000000	1.062012	0	0
cn101_cn101_5 0	1.043012	0.444000	0.200000	0.000000	1.687012	1	0
cn101_cn101_9 0	1.208908	0.422000	0.050000	0.000000	1.680908	3	0
cn101_cn101_7 0	2.033090	0.321000	0.038000	0.000000	2.392090	2	0
cn101_cn101_13 0	2.220074	0.172000	0.084000	0.000000	2.476074	5	0
cn101_cn101_11 0	2.741135	0.217000	0.255000	0.000000	3.213135	4	0
cn101_cn101_16 0	2.390861	0.583000	0.209000	0.000000	3.182861	6	0
cn101_cn101_18 0	2.981043	0.157000	0.131000	0.000000	3.269043	7	0
cn101_cn101_22 0	2.930941	0.244000	0.140000	0.000000	3.314941	8	0
cn101_cn101_25 0	2.616973	0.012000	0.518000	0.000000	3.146973	9	0
cn101_cn101_29 0	2.016936	0.413000	0.604000	0.000000	3.033936	10	0
cn101_cn101_33 0	1.096203	0.920000	0.892000	0.000000	2.908203	11	0
cn101_cn101_37 0	0.772025	0.790000	0.364000	0.000000	1.926025	12	0
cn101_cn101_40 0	0.937902	0.576000	0.136000	0.000000	1.649902	13	0
cn101_cn101_44 0	1.153049	0.266000	0.131000	0.000000	1.550049	14	0
cn101_cn101_48 0	0.405057	0.051000	0.927000	0.000000	1.383057	15	0
cn101_cn101_50 0	0.394109	0.186000	0.082000	0.000000	0.662109	16	0
cn101_cn101_54 0	0.506186	0.016000	0.543000	0.000000	1.065186	17	0
cn101_cn101_56 0	0.509932	0.065000	0.105000	0.000000	0.679932	18	0
cn101_cn101_59 0	0.516047	0.210000	0.147000	0.000000	0.873047	19	0
cn101_cn101_63 0	0.296068	0.193000	0.456000	0.000000	0.945068	20	0
cn101_cn101_66 0	0.614004	0.019000	0.221000	0.000000	0.854004	21	0
cn101_cn101_68 0	0.410012	0.187000	0.090000	0.000000	0.687012	22	0
cn101_cn101_73 0	0.345951	0.077000	0.277000	0.000000	0.699951	24	0
cn106_cn101_2 1	1.044951	0.219000	0.061000	0.000000	1.324951	23	2048
cn101_cn101_76 0	0.916871	0.093000	0.183000	0.000000	1.192871	25	0
cn101_cn101_79 0	0.928777	0.173000	0.220000	0.000000	1.321777	26	0
cn101_cn101_84 0	0.451004	0.288000	0.240000	0.000000	0.979004	28	0
cn102_cn101_2 1	0.955045	0.511000	0.105000	0.000000	1.571045	27	512
