cn106_cn104_5419 1	1.078928	0.088000	0.406000	0.003000	1.575928	S	3332	2048
cn106_cn104_5421 1	0.824158	0.153000	0.066000	0.044000	1.087158	S	3338	2048
cn104_cn104_5277 0	0.425025	0.238000	0.138000	0.000000	0.801025	S	3342	1024
cn101_cn104_16182 1	1.293105	0.376000	0.463000	0.051000	2.183105	S	3334	0
cn101_cn104_16185 1	1.857156	0.448000	0.103000	0.002000	2.410156	S	3336	0
cn101_cn104_16190 1	2.616969	0.019000	0.281000	0.001000	2.917969	S	3335	0
cn104_cn104_5288 0	0.514002	0.254000	0.159000	0.000000	0.927002	S	3348	1024
cn106_cn104_5429 1	0.756924	0.023000	0.191000	0.001000	0.971924	S	3359	2048
cn104_cn104_5312 0	0.392066	0.022000	0.104000	0.000000	0.518066	S	3368	1024
cn102_cn104_6500 2	3.878990	3.661000	0.416000	0.034000	7.989990	S	3333	512
cn106_cn104_5431 1	1.304074	0.255000	0.166000	0.001000	1.726074	S	3369	2048
cn107_cn104_3548 1	1.639059	1.211000	0.208000	0.002000	3.060059	S	3367	3072
cn101_cn104_16213 1	4.351988	4.838000	0.496000	0.002000	9.687988	S	3339	0
cn102_cn104_6502 2	4.597902	1.916000	3.507000	0.004000	10.024902	S	3337	512
cn102_cn104_6509 2	4.364146	5.296000	0.487000	0.003000	10.150146	S	3340	512
cn102_cn104_6510 2	4.060863	5.773000	0.398000	0.003000	10.234863	S	3341	512
cn101_cn104_16232 1	3.230018	6.272000	0.714000	0.002000	10.218018	S	3344	0
cn102_cn104_6520 2	3.951107	6.157000	0.998000	0.004000	11.110107	S	3343	512
cn101_cn104_16235 1	3.414068	6.906000	0.373000	0.002000	10.695068	S	3345	0
cn106_cn104_5437 1	2.007945	1.407000	0.253000	0.001000	3.668945	S	3376	2048
cn101_cn104_16239 1	3.398135	7.230000	0.333000	0.002000	10.963135	S	3346	0
cn101_cn104_16243 1	3.553885	7.237000	0.389000	0.002000	11.181885	S	3347	0
cn101_cn104_16256 1	3.406074	7.500000	0.944000	0.001000	11.851074	S	3349	0
cn104_cn104_5350 0	0.973039	0.629000	0.563000	0.000000	2.165039	S	3387	1024
cn101_cn104_16263 1	4.280941	7.909000	0.623000	0.002000	12.814941	S	3350	0
cn101_cn104_16266 1	4.527037	8.504000	0.331000	0.001000	13.363037	S	3351	0
cn101_cn104_16270 1	4.930018	8.385000	0.402000	0.001000	13.718018	S	3352	0
cn101_cn104_16274 1	5.169951	8.393000	0.510000	0.002000	14.074951	S	3353	0
cn101_cn104_16278 1	4.919949	9.039000	0.437000	0.002000	14.397949	S	3355	0
cn106_cn104_5443 1	1.131801	2.172000	0.140000	0.002000	3.445801	S	3393	2048
cn101_cn104_16285 1	5.788979	9.314000	0.699000	0.001000	15.802979	S	3354	0
cn101_cn104_16289 1	5.583893	10.241000	0.313000	0.002000	16.139893	S	3356	0
cn101_cn104_16290 1	6.468814	10.078000	0.136000	0.002000	16.684814	S	3358	0
cn104_cn104_5378 0	0.966971	2.789000	0.214000	0.000000	3.969971	S	3400	1024
cn101_cn104_16298 1	8.043074	8.247000	0.684000	0.002000	16.976074	S	3361	0
cn102_cn104_6577 2	7.901895	9.494000	0.418000	0.003000	17.816895	S	3357	512
cn101_cn104_16302 1	9.155908	8.116000	0.157000	0.002000	17.430908	S	3364	0
cn102_cn104_6583 2	8.467025	9.441000	0.264000	0.004000	18.176025	S	3360	512
cn101_cn104_16303 1	10.960938	6.747000	0.127000	0.001000	17.835938	S	3365	0
cn102_cn104_6584 2	9.606080	8.523000	0.500000	0.003000	18.632080	S	3362	512
cn102_cn104_6589 2	10.147002	8.699000	0.452000	0.004000	19.302002	S	3363	512
cn102_cn104_6595 2	11.541939	7.307000	0.536000	0.003000	19.387939	S	3366	512
cn107_cn104_3552 1	0.836910	3.120000	0.399000	0.002000	4.357910	S	3410	3072
cn101_cn104_16336 1	11.883938	7.863000	0.463000	0.001000	20.210938	S	3371	0
cn106_cn104_5453 1	1.535926	1.070000	0.166000	0.002000	2.773926	S	3420	2048
cn102_cn104_6625 2	16.915195	4.168000	0.487000	0.005000	21.575195	S	3370	512
cn101_cn104_16340 1	12.826016	8.267000	0.321000	0.002000	21.416016	S	3372	0
cn104_cn104_5421 0	1.458902	1.320000	0.246000	0.000000	3.024902	S	3423	1024
cn104_cn104_5423 0	1.711057	1.260000	0.287000	0.000000	3.258057	S	3424	1024
cn101_cn104_16365 1	12.004912	9.499000	0.279000	0.002000	21.784912	S	3374	0
cn102_cn104_6647 2	14.475105	8.221000	0.608000	0.004000	23.308105	S	3373	512
cn101_cn104_16371 1	12.587020	10.011000	0.545000	0.002000	23.145020	S	3375	0
cn104_cn104_5447 0	1.378824	0.374000	0.692000	0.000000	2.444824	S	3432	1024
cn104_cn104_5452 0	0.979881	0.747000	0.101000	0.000000	1.827881	S	3433	1024
cn104_cn104_5456 0	0.529070	0.982000	0.236000	0.000000	1.747070	S	3434	1024
cn101_cn104_16391 1	11.807178	13.875000	0.673000	0.002000	26.357178	S	3377	0
cn104_cn104_5463 0	0.462955	1.588000	0.253000	0.000000	2.303955	S	3436	1024
cn106_cn104_5459 1	1.261979	0.720000	0.193000	0.003000	2.177979	S	3438	2048
cn102_cn104_6689 2	13.346984	14.587000	0.770000	0.005000	28.708984	S	3378	512
cn104_cn104_5481 0	0.412031	0.012000	0.158000	0.000000	0.582031	S	3448	1024
cn106_cn104_5467 1	0.860961	0.029000	0.192000	0.003000	1.084961	S	3451	2048
cn101_cn104_16421 1	13.913000	16.933000	0.653000	0.001000	31.500000	S	3379	0
cn106_cn104_5469 1	0.872049	0.068000	0.357000	0.003000	1.300049	S	3459	2048
cn101_cn104_16430 1	14.490932	18.107000	0.455000	0.002000	33.054932	S	3380	0
cn101_cn104_16444 1	16.086877	18.454000	0.807000	0.001000	35.348877	S	3381	0
cn101_cn104_16447 1	17.020082	18.750000	0.412000	0.002000	36.184082	S	3382	0
cn101_cn104_16457 1	18.747027	19.718000	0.511000	0.002000	38.978027	S	3383	0
cn101_cn104_16462 1	19.937020	19.956000	0.251000	0.001000	40.145020	S	3384	0
cn101_cn104_16474 1	20.833984	21.093000	0.780000	0.002000	42.708984	S	3385	0
cn101_cn104_16482 1	21.941010	21.434000	0.259000	0.001000	43.635010	S	3386	0
cn101_cn104_16498 1	23.789965	21.486000	0.411000	0.002000	45.688965	S	3388	0
cn101_cn104_16516 1	27.399064	20.331000	0.609000	0.002000	48.341064	S	3389	0
cn101_cn104_16533 1	29.223986	19.851000	0.684000	0.002000	49.760986	S	3390	0
cn101_cn104_16547 1	29.131877	20.079000	0.261000	0.002000	49.473877	S	3391	0
cn101_cn104_16553 1	33.882211	20.669000	0.313000	0.002000	54.866211	S	3392	0
cn101_cn104_16575 1	36.972090	19.799000	0.618000	0.003000	57.392090	S	3395	0
cn101_cn104_16580 1	37.244025	20.560000	0.495000	0.002000	58.301025	S	3394	0
cn101_cn104_16588 1	38.333969	20.064000	0.269000	0.001000	58.667969	S	3396	0
cn101_cn104_16606 1	40.480998	18.661000	0.680000	0.001000	59.822998	S	3397	0
cn101_cn104_16615 1	40.855014	19.363000	0.269000	0.002000	60.489014	S	3398	0
cn101_cn104_16620 1	41.482057	19.162000	0.612000	0.002000	61.258057	S	3399	0
cn101_cn104_16634 1	42.679045	18.539000	0.726000	0.002000	61.946045	S	3401	0
cn101_cn104_16644 1	42.987994	18.522000	0.583000	0.001000	62.093994	S	3402	0
cn101_cn104_16647 1	43.461035	18.693000	0.154000	0.003000	62.311035	S	3403	0
cn101_cn104_16650 1	43.741125	18.706000	0.380000	0.001000	62.828125	S	3404	0
cn101_cn104_16659 1	44.187895	18.584000	0.418000	0.002000	63.191895	S	3406	0
cn101_cn104_16663 1	44.687932	18.567000	0.548000	0.002000	63.804932	S	3407	0
cn101_cn104_16686 1	48.403908	16.490000	0.659000	0.003000	65.555908	S	3409	0
